taxonID	habitat
23747790	marine
23747791	marine
23747792	marine
23747793	marine
23747794	marine
23747795	marine
23747796	freshwater
23747797	freshwater
23747798	freshwater
23747799	freshwater
23747800	freshwater
23747801	freshwater
23747802	marine
23747803	freshwater
23747804	freshwater
23747805	freshwater
23747806	freshwater
23747807	freshwater
23747809	freshwater
23747810	freshwater
23747811	freshwater
23747812	freshwater
23747813	marine
23747814	brackish
23747814	marine
23747815	marine
23747816	marine
23747817	marine
23747818	marine
23747819	marine
23747820	marine
23747821	marine
23747822	marine
23747823	brackish
23747823	marine
23747824	brackish
23747824	marine
23747825	marine
23747826	marine
23747827	brackish
23747827	marine
23747828	marine
23747829	marine
23747830	brackish
23747830	marine
23747831	marine
23747832	marine
23747833	freshwater
23747834	freshwater
23747836	freshwater
23747837	marine
23747838	brackish
23747838	marine
23747839	marine
23747840	marine
23747841	freshwater
23747842	brackish
23747842	freshwater
23747842	marine
23747843	marine
23747844	marine
23747845	marine
23747846	marine
23747847	marine
23747848	marine
23747849	marine
23747850	marine
23747851	marine
23747853	marine
23747854	freshwater
23747855	freshwater
23747856	freshwater
23747857	freshwater
23747858	marine
23747859	freshwater
23747861	freshwater
23747862	freshwater
23747863	freshwater
23747864	freshwater
23747865	freshwater
23747866	freshwater
23747867	freshwater
23747868	freshwater
23747869	freshwater
23747870	freshwater
23747871	freshwater
23747872	freshwater
23747873	freshwater
23747874	freshwater
23747875	freshwater
23747876	freshwater
23747878	freshwater
23747879	freshwater
23747880	freshwater
23747881	freshwater
23747883	freshwater
23747884	freshwater
23747885	freshwater
23747886	freshwater
23747887	freshwater
23747888	freshwater
23747889	freshwater
23747890	freshwater
23747891	freshwater
23747892	freshwater
23747894	freshwater
23747895	freshwater
23747898	freshwater
23747899	freshwater
23747900	freshwater
23747901	freshwater
23747902	freshwater
23747903	freshwater
23747904	freshwater
23747905	freshwater
23747906	freshwater
23747907	freshwater
23747908	freshwater
23747909	freshwater
23747910	freshwater
23747911	freshwater
23747912	freshwater
23747913	freshwater
23747914	freshwater
23747915	freshwater
23747916	freshwater
23747917	freshwater
23747918	freshwater
23747919	freshwater
23747920	freshwater
23747921	freshwater
23747922	freshwater
23747924	brackish
23747924	marine
23747925	brackish
23747925	freshwater
23747925	marine
23747926	marine
23747927	marine
23747928	marine
23747929	brackish
23747929	marine
23747930	marine
23747931	marine
23747932	marine
23747933	marine
23747934	marine
23747936	brackish
23747936	marine
23747937	marine
23747938	marine
23747939	freshwater
23747947	freshwater
23747948	marine
23747949	marine
23747950	freshwater
23747951	marine
23747953	marine
23747954	freshwater
23747955	brackish
23747955	freshwater
23747956	brackish
23747956	marine
23747957	brackish
23747957	freshwater
23747957	marine
23747958	brackish
23747958	freshwater
23747958	marine
23747959	brackish
23747959	freshwater
23747959	marine
23747960	marine
23747961	marine
23747962	freshwater
23747963	freshwater
23747964	freshwater
23747965	freshwater
23747966	freshwater
23747967	freshwater
23747968	freshwater
23747969	freshwater
23747970	freshwater
23747971	freshwater
23747972	brackish
23747972	freshwater
23747972	marine
23747973	freshwater
23747974	freshwater
23747975	marine
23747976	freshwater
23747977	freshwater
23747978	freshwater
23747979	freshwater
23747980	marine
23747982	marine
23747985	marine
23747986	marine
23747988	freshwater
23747989	marine
23747990	freshwater
23747991	marine
23747992	marine
23747993	brackish
23747993	marine
23747994	brackish
23747994	freshwater
23747995	brackish
23747995	freshwater
23747999	freshwater
23748000	marine
23748002	freshwater
23748003	freshwater
23748004	freshwater
23748005	marine
23748006	marine
23748007	marine
23748008	marine
23748009	marine
23748010	marine
23748011	marine
23748012	freshwater
23748013	marine
23748014	brackish
23748014	freshwater
23748015	brackish
23748015	freshwater
23748015	marine
23748016	freshwater
23748017	marine
23748018	brackish
23748018	marine
23748019	marine
23748021	marine
23748022	marine
23748023	marine
23748024	marine
23748025	freshwater
23748028	freshwater
23748030	freshwater
23748031	freshwater
23748032	freshwater
23748033	freshwater
23748034	freshwater
23748043	freshwater
23748045	freshwater
23748047	freshwater
23748048	marine
23748049	marine
23748050	marine
23748051	freshwater
23748052	freshwater
23748053	brackish
23748053	marine
23748054	marine
23748056	marine
23748057	marine
23748058	brackish
23748058	marine
23748060	marine
23748067	marine
23748068	freshwater
23748069	marine
23748070	freshwater
23748071	marine
23748074	freshwater
23748075	freshwater
23748076	freshwater
23748077	marine
23748078	freshwater
23748079	brackish
23748079	marine
23748080	marine
23748082	marine
23748083	marine
23748084	marine
23748086	brackish
23748086	marine
23748087	marine
23748088	marine
23748089	marine
23748090	marine
23748091	marine
23748093	marine
23748094	marine
23748095	marine
23748096	marine
23748097	marine
23748098	marine
23748099	marine
23748100	marine
23748101	marine
23748102	marine
23748103	marine
23748104	marine
23748105	marine
23748106	marine
23748107	marine
23748108	marine
23748109	marine
23748110	marine
23748111	freshwater
23748113	marine
23748115	marine
23748116	brackish
23748116	freshwater
23748116	marine
23748117	brackish
23748117	marine
23748118	freshwater
23748119	marine
23748120	marine
23748121	marine
23748122	marine
23748123	marine
23748124	marine
23748125	marine
23748126	marine
23748127	marine
23748128	marine
23748129	marine
23748130	freshwater
23748131	freshwater
23748132	brackish
23748132	marine
23748133	marine
23748134	marine
23748136	marine
23748137	freshwater
23748138	freshwater
23748139	freshwater
23748140	freshwater
23748141	freshwater
23748142	marine
23748143	marine
23748144	marine
23748145	marine
23748146	marine
23748147	marine
23748148	marine
23748149	marine
23748150	marine
23748151	marine
23748152	marine
23748153	marine
23748154	marine
23748155	marine
23748156	marine
23748157	marine
23748158	marine
23748159	marine
23748160	marine
23748161	marine
23748162	marine
23748163	marine
23748164	marine
23748165	marine
23748166	marine
23748167	marine
23748168	marine
23748169	marine
23748170	brackish
23748170	marine
23748171	brackish
23748171	marine
23748172	marine
23748173	marine
23748174	marine
23748175	brackish
23748175	freshwater
23748175	marine
23748176	brackish
23748176	freshwater
23748177	brackish
23748177	freshwater
23748177	marine
23748178	marine
23748179	brackish
23748179	marine
23748180	marine
23748181	brackish
23748181	freshwater
23748181	marine
23748182	marine
23748184	marine
23748185	marine
23748186	marine
23748187	brackish
23748187	marine
23748188	marine
23748189	marine
23748191	brackish
23748191	marine
23748192	marine
23748193	marine
23748194	marine
23748195	marine
23748196	marine
23748197	marine
23748200	freshwater
23748201	marine
23748202	marine
23748203	marine
23748204	marine
23748205	marine
23748206	marine
23748207	marine
23748208	marine
23748209	marine
23748210	brackish
23748210	marine
23748211	brackish
23748211	marine
23748213	marine
23748215	marine
23748216	marine
23748217	marine
23748218	marine
23748219	marine
23748220	marine
23748221	marine
23748222	marine
23748223	marine
23748225	marine
23748226	brackish
23748226	marine
23748227	marine
23748228	marine
23748229	marine
23748230	marine
23748231	marine
23748232	marine
23748233	marine
23748234	marine
23748235	marine
23748236	marine
23748237	marine
23748238	marine
23748239	marine
23748240	marine
23748241	marine
23748242	marine
23748243	marine
23748244	marine
23748245	marine
23748246	marine
23748247	marine
23748248	marine
23748249	freshwater
23748250	marine
23748251	brackish
23748251	marine
23748252	brackish
23748252	marine
23748253	marine
23748254	marine
23748255	marine
23748256	marine
23748258	marine
23748259	marine
23748260	marine
23748261	freshwater
23748263	marine
23748264	marine
23748265	freshwater
23748266	marine
23748267	marine
23748268	marine
23748269	brackish
23748269	marine
23748270	marine
23748272	marine
23748273	marine
23748274	marine
23748275	marine
23748276	freshwater
23748277	marine
23748278	marine
23748279	marine
23748280	marine
23748282	marine
23748283	marine
23748284	brackish
23748284	freshwater
23748284	marine
23748285	brackish
23748285	marine
23748286	marine
23748287	marine
23748288	marine
23748289	brackish
23748289	freshwater
23748289	marine
23748290	brackish
23748290	marine
23748291	marine
23748292	marine
23748293	marine
23748294	brackish
23748294	marine
23748295	marine
23748296	brackish
23748296	marine
23748297	freshwater
23748298	freshwater
23748299	freshwater
23748300	freshwater
23748301	freshwater
23748302	freshwater
23748303	marine
23748304	marine
23748305	marine
23748306	brackish
23748306	freshwater
23748306	marine
23748307	marine
23748308	marine
23748309	marine
23748310	marine
23748311	marine
23748312	freshwater
23748314	freshwater
23748315	freshwater
23748316	freshwater
23748317	brackish
23748317	freshwater
23748318	freshwater
23748319	marine
23748320	marine
23748321	brackish
23748321	marine
23748322	marine
23748324	brackish
23748324	marine
23748325	brackish
23748325	marine
23748326	marine
23748327	brackish
23748327	marine
23748328	marine
23748329	marine
23748330	brackish
23748330	freshwater
23748330	marine
23748331	marine
23748333	marine
23748334	marine
23748335	marine
23748336	marine
23748337	freshwater
23748338	brackish
23748338	marine
23748339	brackish
23748339	marine
23748341	marine
23748342	freshwater
23748343	freshwater
23748344	marine
23748345	freshwater
23748346	marine
23748347	marine
23748348	marine
23748349	marine
23748350	marine
23748351	marine
23748352	marine
23748353	marine
23748354	marine
23748355	brackish
23748355	marine
23748356	marine
23748357	marine
23748360	marine
23748361	brackish
23748361	marine
23748362	marine
23748363	marine
23748364	marine
23748365	marine
23748366	marine
23748368	brackish
23748368	marine
23748369	marine
23748370	marine
23748371	marine
23748372	marine
23748374	marine
23748376	marine
23748377	brackish
23748377	marine
23748378	marine
23748379	marine
23748380	marine
23748381	marine
23748382	marine
23748383	brackish
23748383	freshwater
23748383	marine
23748384	marine
23748385	marine
23748386	brackish
23748386	freshwater
23748386	marine
23748387	brackish
23748387	freshwater
23748387	marine
23748388	freshwater
23748389	freshwater
23748392	brackish
23748392	freshwater
23748393	freshwater
23748394	freshwater
23748395	freshwater
23748396	freshwater
23748397	freshwater
23748398	freshwater
23748399	freshwater
23748400	freshwater
23748401	freshwater
23748403	marine
23748404	marine
23748405	marine
23748406	marine
23748407	brackish
23748407	marine
23748408	marine
23748409	marine
23748410	marine
23748412	marine
23748413	marine
23748414	marine
23748415	marine
23748416	marine
23748417	marine
23748418	marine
23748419	marine
23748420	marine
23748421	marine
23748422	marine
23748423	marine
23748424	marine
23748425	marine
23748426	marine
23748427	marine
23748428	marine
23748429	brackish
23748429	marine
23748430	marine
23748431	marine
23748432	marine
23748433	marine
23748434	marine
23748435	marine
23748437	marine
23748438	marine
23748439	brackish
23748439	marine
23748440	marine
23748441	marine
23748442	marine
23748443	marine
23748444	marine
23748445	marine
23748447	marine
23748448	marine
23748449	marine
23748450	marine
23748451	marine
23748452	marine
23748453	marine
23748454	marine
23748455	marine
23748456	marine
23748457	marine
23748458	marine
23748459	marine
23748460	marine
23748461	marine
23748462	marine
23748463	marine
23748464	marine
23748465	marine
23748466	brackish
23748466	marine
23748467	brackish
23748467	marine
23748468	brackish
23748468	marine
23748469	brackish
23748469	marine
23748470	brackish
23748470	marine
23748471	brackish
23748471	marine
23748472	brackish
23748472	marine
23748473	marine
23748474	marine
23748475	brackish
23748475	marine
23748476	marine
23748477	marine
23748478	marine
23748479	marine
23748480	marine
23748481	marine
23748483	marine
23748484	marine
23748485	marine
23748486	marine
23748487	marine
23748488	marine
23748489	marine
23748490	brackish
23748490	marine
23748491	brackish
23748491	marine
23748492	marine
23748493	freshwater
23748494	marine
23748495	freshwater
23748496	brackish
23748496	freshwater
23748497	marine
23748500	marine
23748501	freshwater
23748502	freshwater
23748503	marine
23748504	brackish
23748504	marine
23748505	marine
23748506	marine
23748507	freshwater
23748508	freshwater
23748510	freshwater
23748511	marine
23748513	freshwater
23748514	brackish
23748514	freshwater
23748515	freshwater
23748516	freshwater
23748517	freshwater
23748518	freshwater
23748519	freshwater
23748520	freshwater
23748521	freshwater
23748523	freshwater
23748524	freshwater
23748525	freshwater
23748526	freshwater
23748527	freshwater
23748528	freshwater
23748529	freshwater
23748530	freshwater
23748531	freshwater
23748532	freshwater
23748533	freshwater
23748534	freshwater
23748535	freshwater
23748536	freshwater
23748537	freshwater
23748538	freshwater
23748539	freshwater
23748540	freshwater
23748541	freshwater
23748542	freshwater
23748543	freshwater
23748544	freshwater
23748545	freshwater
23748547	freshwater
23748548	freshwater
23748549	freshwater
23748550	freshwater
23748555	freshwater
23748556	freshwater
23748557	freshwater
23748558	freshwater
23748559	freshwater
23748560	freshwater
23748561	freshwater
23748562	brackish
23748562	freshwater
23748563	freshwater
23748564	freshwater
23748565	freshwater
23748566	freshwater
23748567	freshwater
23748568	freshwater
23748569	freshwater
23748570	freshwater
23748572	brackish
23748572	marine
23748573	brackish
23748574	marine
23748575	marine
23748576	marine
23748577	marine
23748578	freshwater
23748579	freshwater
23748580	freshwater
23748581	freshwater
23748582	marine
23748583	marine
23748584	brackish
23748584	marine
23748585	marine
23748586	marine
23748588	marine
23748589	marine
23748590	marine
23748591	marine
23748592	marine
23748593	marine
23748594	marine
23748595	marine
23748596	marine
23748597	brackish
23748597	marine
23748598	marine
23748600	marine
23748601	marine
23748602	marine
23748604	marine
23748606	brackish
23748606	freshwater
23748607	marine
23748608	brackish
23748608	marine
23748609	brackish
23748609	marine
23748610	marine
23748611	marine
23748612	marine
23748613	marine
23748614	marine
23748615	marine
23748616	marine
23748619	freshwater
23748620	marine
23748621	freshwater
23748622	brackish
23748622	freshwater
23748622	marine
23748624	marine
23748625	marine
23748626	marine
23748627	marine
23748630	brackish
23748630	freshwater
23748632	freshwater
23748635	brackish
23748635	freshwater
23748636	marine
23748637	marine
23748638	marine
23748639	marine
23748640	brackish
23748640	marine
23748643	freshwater
23748644	freshwater
23748645	brackish
23748645	marine
23748646	marine
23748647	brackish
23748647	freshwater
23748648	brackish
23748648	freshwater
23748648	marine
23748649	marine
23748650	marine
23748651	marine
23748652	marine
23748653	marine
23748654	marine
23748655	brackish
23748655	marine
23748656	marine
23748657	marine
23748658	marine
23748659	freshwater
23748660	freshwater
23748661	brackish
23748661	freshwater
23748662	freshwater
23748664	freshwater
23748665	brackish
23748665	freshwater
23748667	freshwater
23748668	freshwater
23748670	freshwater
23748671	freshwater
23748673	brackish
23748673	freshwater
23748674	marine
23748675	brackish
23748675	marine
23748676	marine
23748677	brackish
23748677	freshwater
23748680	marine
23748681	marine
23748682	marine
23748683	marine
23748684	marine
23748685	marine
23748686	marine
23748687	marine
23748688	marine
23748689	marine
23748690	marine
23748691	marine
23748692	marine
23748693	marine
23748694	marine
23748695	marine
23748696	marine
23748697	marine
23748698	marine
23748699	brackish
23748699	marine
23748701	marine
23748702	marine
23748703	marine
23748704	marine
23748705	marine
23748706	marine
23748708	freshwater
23748709	marine
23748711	marine
23748712	marine
23748713	marine
23748714	marine
23748715	marine
23748716	marine
23748718	marine
23748719	marine
23748721	brackish
23748721	marine
23748722	marine
23748723	marine
23748724	marine
23748725	brackish
23748725	marine
23748726	brackish
23748726	marine
23748727	brackish
23748727	freshwater
23748728	brackish
23748728	freshwater
23748728	marine
23748729	brackish
23748729	marine
23748730	brackish
23748730	marine
23748731	marine
23748732	marine
23748733	marine
23748734	brackish
23748734	freshwater
23748734	marine
23748735	marine
23748736	marine
23748738	marine
23748739	marine
23748740	marine
23748741	marine
23748742	marine
23748743	marine
23748744	marine
23748745	marine
23748746	marine
23748747	marine
23748748	marine
23748749	freshwater
23748750	marine
23748753	marine
23748754	brackish
23748754	marine
23748755	marine
23748756	marine
23748758	marine
23748760	brackish
23748760	marine
23748762	marine
23748763	marine
23748764	marine
23748765	marine
23748766	brackish
23748766	marine
23748767	marine
23748768	marine
23748769	marine
23748770	marine
23748771	marine
23748772	marine
23748773	marine
23748774	marine
23748775	marine
23748776	marine
23748777	marine
23748778	marine
23748779	marine
23748780	marine
23748781	marine
23748783	marine
23748784	marine
23748785	marine
23748786	marine
23748788	brackish
23748788	marine
23748789	marine
23748790	brackish
23748790	marine
23748791	marine
23748792	marine
23748793	marine
23748794	freshwater
23748795	freshwater
23748796	freshwater
23748797	marine
23748798	freshwater
23748799	marine
23748800	marine
23748801	marine
23748802	marine
23748803	marine
23748804	marine
23748805	marine
23748806	marine
23748807	marine
23748808	marine
23748809	marine
23748810	marine
23748811	marine
23748812	brackish
23748812	marine
23748813	marine
23748814	brackish
23748814	freshwater
23748815	brackish
23748815	freshwater
23748816	brackish
23748816	freshwater
23748817	freshwater
23748818	brackish
23748818	freshwater
23748818	marine
23748819	marine
23748820	marine
23748821	marine
23748822	freshwater
23748823	freshwater
23748824	freshwater
23748825	freshwater
23748826	freshwater
23748828	freshwater
23748830	freshwater
23748836	marine
23748837	marine
23748838	freshwater
23748839	freshwater
23748840	freshwater
23748841	freshwater
23748843	freshwater
23748844	freshwater
23748845	freshwater
23748846	freshwater
23748847	freshwater
23748849	freshwater
23748850	freshwater
23748851	freshwater
23748852	brackish
23748852	freshwater
23748853	freshwater
23748854	freshwater
23748855	freshwater
23748856	freshwater
23748857	freshwater
23748858	freshwater
23748859	freshwater
23748860	freshwater
23748861	freshwater
23748862	freshwater
23748863	freshwater
23748864	freshwater
23748865	freshwater
23748866	freshwater
23748867	freshwater
23748868	freshwater
23748869	freshwater
23748870	freshwater
23748871	freshwater
23748872	freshwater
23748873	freshwater
23748874	freshwater
23748875	freshwater
23748876	marine
23748877	freshwater
23748879	freshwater
23748880	freshwater
23748881	freshwater
23748882	freshwater
23748883	freshwater
23748884	freshwater
23748887	marine
23748888	freshwater
23748889	freshwater
23748890	freshwater
23748891	freshwater
23748892	freshwater
23748893	freshwater
23748895	freshwater
23748896	freshwater
23748897	freshwater
23748898	freshwater
23748899	freshwater
23748900	marine
23748901	freshwater
23748902	freshwater
23748903	freshwater
23748904	freshwater
23748905	freshwater
23748906	freshwater
23748907	brackish
23748907	freshwater
23748908	freshwater
23748909	freshwater
23748910	freshwater
23748911	freshwater
23748912	freshwater
23748913	freshwater
23748914	freshwater
23748915	freshwater
23748916	freshwater
23748917	freshwater
23748918	freshwater
23748919	freshwater
23748921	freshwater
23748922	freshwater
23748923	brackish
23748923	freshwater
23748924	freshwater
23748925	freshwater
23748926	freshwater
23748927	freshwater
23748928	freshwater
23748929	freshwater
23748930	marine
23748931	brackish
23748931	marine
23748932	marine
23748933	marine
23748934	marine
23748935	freshwater
23748936	brackish
23748936	freshwater
23748936	marine
23748937	brackish
23748937	freshwater
23748938	freshwater
23748939	freshwater
23748940	marine
23748941	marine
23748943	marine
23748944	marine
23748945	marine
23748946	marine
23748947	brackish
23748947	freshwater
23748948	marine
23748949	marine
23748950	brackish
23748950	marine
23748951	brackish
23748951	marine
23748952	marine
23748953	brackish
23748953	freshwater
23748953	marine
23748954	brackish
23748954	marine
23748955	marine
23748956	marine
23748958	marine
23748959	brackish
23748959	marine
23748960	marine
23748962	brackish
23748962	marine
23748964	marine
23748965	marine
23748966	marine
23748967	marine
23748969	marine
23748970	marine
23748971	marine
23748972	marine
23748973	marine
23748974	marine
23748975	marine
23748976	marine
23748977	marine
23748978	marine
23748979	marine
23748980	marine
23748981	marine
23748982	marine
23748983	marine
23748984	brackish
23748984	marine
23748985	marine
23748986	marine
23748987	marine
23748988	marine
23748989	marine
23748990	marine
23748991	marine
23748992	marine
23748993	marine
23748994	marine
23748995	marine
23748996	marine
23748997	marine
23748998	marine
23748999	freshwater
23749003	marine
23749004	brackish
23749004	marine
23749005	marine
23749007	marine
23749008	marine
23749009	marine
23749010	marine
23749011	marine
23749012	marine
23749013	marine
23749014	marine
23749015	marine
23749016	marine
23749017	marine
23749018	marine
23749019	marine
23749020	marine
23749022	marine
23749023	marine
23749024	marine
23749025	marine
23749026	marine
23749027	marine
23749028	marine
23749029	marine
23749031	marine
23749032	marine
23749033	marine
23749034	marine
23749035	marine
23749036	marine
23749037	marine
23749038	marine
23749039	marine
23749040	marine
23749041	marine
23749042	marine
23749043	marine
23749044	marine
23749045	marine
23749046	marine
23749047	marine
23749048	marine
23749049	marine
23749050	brackish
23749050	marine
23749051	marine
23749052	marine
23749053	marine
23749057	marine
23749075	marine
23749076	marine
23749077	marine
23749078	marine
23749079	marine
23749080	marine
23749081	marine
23749082	brackish
23749082	marine
23749085	marine
23749086	marine
23749087	marine
23749088	marine
23749089	marine
23749090	marine
23749091	brackish
23749091	marine
23749092	marine
23749093	marine
23749094	marine
23749095	marine
23749096	marine
23749097	marine
23749098	marine
23749099	marine
23749100	marine
23749101	marine
23749102	marine
23749103	marine
23749108	marine
23749109	marine
23749111	marine
23749112	marine
23749114	marine
23749115	marine
23749116	marine
23749117	marine
23749118	marine
23749119	marine
23749120	marine
23749121	marine
23749122	marine
23749123	marine
23749124	marine
23749125	marine
23749126	marine
23749127	marine
23749128	marine
23749129	marine
23749130	marine
23749131	brackish
23749131	marine
23749132	marine
23749133	marine
23749134	marine
23749135	marine
23749136	marine
23749137	marine
23749138	marine
23749139	marine
23749140	marine
23749141	marine
23749142	marine
23749143	marine
23749144	marine
23749145	marine
23749146	brackish
23749146	marine
23749147	marine
23749148	brackish
23749148	marine
23749149	marine
23749150	marine
23749151	marine
23749152	marine
23749153	marine
23749154	marine
23749156	marine
23749157	marine
23749158	marine
23749159	marine
23749160	marine
23749161	marine
23749162	marine
23749163	marine
23749164	brackish
23749164	marine
23749165	marine
23749166	marine
23749167	marine
23749168	marine
23749169	marine
23749170	marine
23749171	marine
23749172	marine
23749173	brackish
23749173	marine
23749175	marine
23749176	marine
23749177	marine
23749178	marine
23749179	marine
23749180	freshwater
23749181	marine
23749182	brackish
23749182	marine
23749183	freshwater
23749186	freshwater
23749187	freshwater
23749188	freshwater
23749189	freshwater
23749190	freshwater
23749191	freshwater
23749193	freshwater
23749194	freshwater
23749195	freshwater
23749196	freshwater
23749197	freshwater
23749198	freshwater
23749199	freshwater
23749202	freshwater
23749203	freshwater
23749204	freshwater
23749205	freshwater
23749206	freshwater
23749207	freshwater
23749208	freshwater
23749209	freshwater
23749210	freshwater
23749211	freshwater
23749212	freshwater
23749213	freshwater
23749214	freshwater
23749215	freshwater
23749216	freshwater
23749217	freshwater
23749218	freshwater
23749223	freshwater
23749225	freshwater
23749226	freshwater
23749227	freshwater
23749228	freshwater
23749229	freshwater
23749230	freshwater
23749231	freshwater
23749234	freshwater
23749235	freshwater
23749236	freshwater
23749238	freshwater
23749239	freshwater
23749240	freshwater
23749241	freshwater
23749243	freshwater
23749244	freshwater
23749245	freshwater
23749246	freshwater
23749247	freshwater
23749248	freshwater
23749249	freshwater
23749250	freshwater
23749251	brackish
23749251	freshwater
23749251	marine
23749252	brackish
23749252	freshwater
23749252	marine
23749253	freshwater
23749254	freshwater
23749255	freshwater
23749256	freshwater
23749257	freshwater
23749258	freshwater
23749259	brackish
23749259	freshwater
23749259	marine
23749260	freshwater
23749263	freshwater
23749264	freshwater
23749265	freshwater
23749266	freshwater
23749267	freshwater
23749268	freshwater
23749269	freshwater
23749270	freshwater
23749271	freshwater
23749272	freshwater
23749273	freshwater
23749274	freshwater
23749279	freshwater
23749280	freshwater
23749281	freshwater
23749282	freshwater
23749283	freshwater
23749284	freshwater
23749285	brackish
23749285	freshwater
23749285	marine
23749287	brackish
23749287	freshwater
23749287	marine
23749288	freshwater
23749289	freshwater
23749290	freshwater
23749291	freshwater
23749292	brackish
23749292	freshwater
23749292	marine
23749293	brackish
23749293	freshwater
23749294	freshwater
23749295	marine
23749296	brackish
23749296	marine
23749300	freshwater
23749301	marine
23749302	marine
23749303	marine
23749305	marine
23749306	brackish
23749306	freshwater
23749306	marine
23749307	marine
23749308	brackish
23749308	freshwater
23749308	marine
23749309	marine
23749310	brackish
23749310	freshwater
23749310	marine
23749313	brackish
23749313	freshwater
23749313	marine
23749314	brackish
23749314	freshwater
23749314	marine
23749315	marine
23749316	marine
23749317	marine
23749318	marine
23749319	marine
23749320	marine
23749321	marine
23749322	freshwater
23749323	marine
23749324	marine
23749325	marine
23749327	marine
23749329	brackish
23749329	freshwater
23749329	marine
23749330	marine
23749331	marine
23749332	marine
23749333	freshwater
23749334	marine
23749335	marine
23749336	marine
23749337	brackish
23749337	marine
23749338	brackish
23749338	marine
23749339	marine
23749340	marine
23749341	marine
23749342	marine
23749343	marine
23749344	marine
23749346	brackish
23749346	marine
23749347	marine
23749348	brackish
23749348	freshwater
23749348	marine
23749350	marine
23749351	marine
23749352	brackish
23749352	freshwater
23749352	marine
23749353	marine
23749354	marine
23749355	marine
23749356	marine
23749357	brackish
23749357	freshwater
23749357	marine
23749358	marine
23749359	brackish
23749359	freshwater
23749360	freshwater
23749361	freshwater
23749362	marine
23749363	marine
23749364	brackish
23749364	marine
23749365	marine
23749366	brackish
23749366	freshwater
23749366	marine
23749367	marine
23749369	marine
23749371	marine
23749372	marine
23749373	marine
23749374	marine
23749375	marine
23749376	marine
23749377	marine
23749378	marine
23749380	marine
23749381	marine
23749382	marine
23749383	marine
23749384	marine
23749385	marine
23749386	marine
23749387	marine
23749388	marine
23749389	marine
23749390	brackish
23749390	marine
23749391	marine
23749392	marine
23749393	marine
23749394	marine
23749397	freshwater
23749398	freshwater
23749399	freshwater
23749400	freshwater
23749402	freshwater
23749403	freshwater
23749404	freshwater
23749405	freshwater
23749406	freshwater
23749407	freshwater
23749408	freshwater
23749409	freshwater
23749410	freshwater
23749412	freshwater
23749413	freshwater
23749414	freshwater
23749416	freshwater
23749418	freshwater
23749419	freshwater
23749422	freshwater
23749423	freshwater
23749424	freshwater
23749425	freshwater
23749426	freshwater
23749427	freshwater
23749428	freshwater
23749429	freshwater
23749430	freshwater
23749431	freshwater
23749432	freshwater
23749433	freshwater
23749434	freshwater
23749435	freshwater
23749436	freshwater
23749437	freshwater
23749438	freshwater
23749439	freshwater
23749440	freshwater
23749441	freshwater
23749442	freshwater
23749443	freshwater
23749444	freshwater
23749445	freshwater
23749446	freshwater
23749447	freshwater
23749448	freshwater
23749449	marine
23749450	marine
23749451	marine
23749452	marine
23749453	marine
23749454	marine
23749455	marine
23749456	marine
23749457	marine
23749458	marine
23749459	marine
23749460	marine
23749461	freshwater
23749462	freshwater
23749463	freshwater
23749464	freshwater
23749465	freshwater
23749466	freshwater
23749467	freshwater
23749468	freshwater
23749469	freshwater
23749470	freshwater
23749471	freshwater
23749472	freshwater
23749473	freshwater
23749474	freshwater
23749475	freshwater
23749477	freshwater
23749478	freshwater
23749479	freshwater
23749480	freshwater
23749482	freshwater
23749483	freshwater
23749484	freshwater
23749485	freshwater
23749486	freshwater
23749487	freshwater
23749488	freshwater
23749489	freshwater
23749490	freshwater
23749492	freshwater
23749493	freshwater
23749494	freshwater
23749495	freshwater
23749496	freshwater
23749497	freshwater
23749498	freshwater
23749499	freshwater
23749501	freshwater
23749502	freshwater
23749503	freshwater
23749504	freshwater
23749505	marine
23749506	marine
23749507	marine
23749508	marine
23749509	marine
23749510	marine
23749511	marine
23749512	marine
23749513	marine
23749514	marine
23749515	marine
23749516	marine
23749517	marine
23749518	marine
23749519	marine
23749520	marine
23749521	marine
23749522	marine
23749523	marine
23749526	marine
23749527	marine
23749530	marine
23749532	brackish
23749532	freshwater
23749532	marine
23749533	marine
23749534	marine
23749535	brackish
23749535	freshwater
23749535	marine
23749536	brackish
23749536	marine
23749537	brackish
23749537	marine
23749538	marine
23749539	brackish
23749539	freshwater
23749539	marine
23749540	brackish
23749540	marine
23749542	marine
23749543	marine
23749545	marine
23749547	marine
23749548	marine
23749549	brackish
23749549	freshwater
23749549	marine
23749550	freshwater
23749551	freshwater
23749552	freshwater
23749553	freshwater
23749554	freshwater
23749555	freshwater
23749556	freshwater
23749557	freshwater
23749558	freshwater
23749559	freshwater
23749560	freshwater
23749561	freshwater
23749562	freshwater
23749563	freshwater
23749564	freshwater
23749565	freshwater
23749566	freshwater
23749568	freshwater
23749569	freshwater
23749570	freshwater
23749571	freshwater
23749573	freshwater
23749574	freshwater
23749575	freshwater
23749576	freshwater
23749577	freshwater
23749579	freshwater
23749580	freshwater
23749581	freshwater
23749582	freshwater
23749585	freshwater
23749586	freshwater
23749587	freshwater
23749588	freshwater
23749589	freshwater
23749590	freshwater
23749592	freshwater
23749593	freshwater
23749594	freshwater
23749595	freshwater
23749596	freshwater
23749597	freshwater
23749598	freshwater
23749599	freshwater
23749600	freshwater
23749601	freshwater
